NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,"Now, Now Every Children","Not One, But Two -Cars",,,,98,1
BAGeL Radio,A,Perfume Genius,"Nothing At All -Set My Heart On Fire, Immediately",,,,301,2
BAGeL Radio,A,Enjoy the View,Nothing Ever Changes  - We Were Promised Jetpacks,,,,216,2
BAGeL Radio,A,We Were Promised Jetpacks,Nothing Ever Changes -Enjoy the View,,,,394,4
BAGeL Radio,A,Dorsal Fins,Nothing Left To Hide -Mind Renovation,,,,147,1
BAGeL Radio,A,Yo La Tengo,Nothing To Hide -Popular Songs,,,,79,1
BAGeL Radio,A,Las Rosas,Nothing's Wrong -Shadow by Your Side,,,,179,1
BAGeL Radio,A,Heaters,Nova Prime -Suspended Youth,,,,177,1
BAGeL Radio,A,Eels,Novocaine For The Soul -Beautiful Freak,,,,113,1
BAGeL Radio,A,Capgun Coup,Now That I'm Home -Maudlin,,,,83,1
BAGeL Radio,A,Johnathan Rice,Nowhere At The Speed Of Light -Good Graces,,,,115,1
BAGeL Radio,A,The Beatles,Nowhere Man -Rubber Soul,,,,88,1
BAGeL Radio,A,Jagwar Ma,O B 1 -Every Now And Then,,,,107,1
BAGeL Radio,A,Band Apart,O My Beautiful Song -Marseille,,,,125,1
BAGeL Radio,A,Say Hi,Obsidian Oblivion -Diamonds & Donuts,,,,151,1
BAGeL Radio,A,I Have So Much Love To Give,Occurrence-I Have So Much Love To Give,,,,179,2
BAGeL Radio,A,Shadow Play,Odonis Odonis-Spectrums,,,,78,1
BAGeL Radio,A,Massage,Oh Boy -Oh Boy,,,,135,1
BAGeL Radio,A,Mellowdrone,Oh My -Box,,,,143,1
BAGeL Radio,A,A Tribe Called Quest,Oh My God -Midnight Marauders,,,,100,1
BAGeL Radio,A,Sleater-Kinney,Oh! -One Beat,,,,163,1
BAGeL Radio,A,David Bowie,Oh! You Pretty Things -Hunky Dory,,,,106,1
BAGeL Radio,A,Dollys,"Oh, Please -Oh, Please",,,,95,1
BAGeL Radio,A,A.C. Newman,On The Table -The Slow Wonder,,,,172,1
BAGeL Radio,A,Grey Reverend,One By One -Of The Days,,,,108,1
BAGeL Radio,A,The Cure,One Hundred Years -Pornography,,,,259,2
BAGeL Radio,A,Weaves,One More -Weaves,,,,116,1
BAGeL Radio,A,Murray Head,One Night in Bangkok -Chess,,,,98,1
BAGeL Radio,A,Redd Kross,One of the Good Ones -Researching the Blues,,,,85,1
BAGeL Radio,A,Death From Above 1979,One+One -Is 4 Lovers,,,,163,1
BAGeL Radio,A,- The Love Again,Only Child Tyrant-The Love Again [Single],,,,93,1
BAGeL Radio,A,- The Love Again ,Only Child Tyrant-The Love Again [Single],,,,93,1
BAGeL Radio,A,The Love Again,Only Child Tyrant-The Love Again [Single],,,,200,2
BAGeL Radio,A,- The Love Again ,Only Child TyrantThe Love Again [Single],,,,94,1
BAGeL Radio,A,Queen of Jeans,"Only Obvious to You -If you&#8217;re not afraid, I&#8217;m not afraid",,,,105,1
BAGeL Radio,A,Queen of Jeans,"Only Obvious to You -If you’re not afraid, I’m not afraid",,,,85,1
BAGeL Radio,A,The Peels,Only Son -The Peels,,,,107,1
BAGeL Radio,A,Clare & The Reasons,Ooh You Hurt Me So -Arrow,,,,119,1
BAGeL Radio,A,Pixies,Oona -Head Carrier,,,,109,1
BAGeL Radio,A,Eagulls,Opaque -Eagulls,,,,88,1
BAGeL Radio,A,Sub Rosa,Open All Night  - Women Of The Night,,,,206,2
BAGeL Radio,A,Women Of The Night,Open All Night -Sub Rosa,,,,388,5
BAGeL Radio,A,So Cow,Operating at a Loss -The Long Con,,,,121,1
BAGeL Radio,A,Ghost Wave,Orb -Ages,,,,129,1
BAGeL Radio,A,Big Scary,Organism -Organism [Single],,,,92,1
BAGeL Radio,A,La Femme,Ou Va Le Monde -Mystère,,,,113,1
BAGeL Radio,A,Okkervil River,Our Life Is Not a Movie or Maybe -The Stage Names,,,,81,1
BAGeL Radio,A,I Am Kloot,Over My Shoulder -Gods & Monsters,,,,118,1
BAGeL Radio,A,Brilliant Colors,Over There -Introducing,,,,100,1
BAGeL Radio,A,FIDLAR,Overdose -Too,,,,137,1
BAGeL Radio,A,Kurt Vile,Overnite Religion -Childish Prodigy,,,,105,1
BAGeL Radio,A,Human Touch,POND-9,,,,101,1
BAGeL Radio,A,Pink Lunettes,POND-9,,,,262,2
BAGeL Radio,A,Yo La Tengo,Paddle Forward -Fade,,,,97,1
BAGeL Radio,A,I Will Refuse,Pailhead-Trait,,,,93,1
BAGeL Radio,A,LVL UP,Pain -Return To Love,,,,84,1
BAGeL Radio,A,Bettie Serveert,Palomine -Palomine,,,,142,1
BAGeL Radio,A,Bright Green Field,Pamphlets  - Squid,,,,421,3
BAGeL Radio,A,Squid,Pamphlets -Bright Green Field,,,,99,1
BAGeL Radio,A,Annie Hamilton,Panic -Annie Hamilton [EP],,,,110,1
BAGeL Radio,A,The Smiths,Panic -Louder Than Bombs,,,,91,1
BAGeL Radio,A,Greg Dulli,Pantomima -Random Desire,,,,135,1
BAGeL Radio,A,A Dull Boy,Papercuts-Tangled Heart [EP],,,,100,1
BAGeL Radio,A,End Times Daily,Papercuts-Tangled Heart [EP],,,,88,1
BAGeL Radio,A,Chemtrails,Paranoiacs -The Peculiar Smell of the Inevitable,,,,106,1
BAGeL Radio,A,!!!,Pardon My Freedom -Louden Up Now,,,,105,1
BAGeL Radio,A,Black Widow Spider,Parquet Courts-Sympathy For Life,,,,86,1
BAGeL Radio,A,Walking At A Downtown Pace,Parquet Courts-Sympathy For Life,,,,69,1
BAGeL Radio,A,Application/Apparatus,Parquet Courts-Sympathy for Life,,,,115,1
BAGeL Radio,A,Homo Sapien,Parquet Courts-Sympathy for Life,,,,105,1
BAGeL Radio,A,Alex McArtor,Party's Over -Spoken Word [EP],,,,103,1
BAGeL Radio,A,Exitmusic,Passage -Passage,,,,118,1
BAGeL Radio,A,Cold Beat,Passenger -Into The Air,,,,107,1
BAGeL Radio,A,The Wombats,"Patricia the Stripper -The Wombats Proudly Present..A Guide To Love, Loss and Desperation",,,,116,1
BAGeL Radio,A,The Vacant Lots,Payoff -Interzone,,,,175,1
BAGeL Radio,A,toyGuitar,Peach Fuzz -Move Like a Ghost,,,,74,1
BAGeL Radio,A,Dark Music From a Warm Place,Pearls and a Grin  - Erica Nockalls,,,,231,2
BAGeL Radio,A,Erica Nockalls,Pearls and a Grin -Dark Music From a Warm Place,,,,364,4
BAGeL Radio,A,Courtney Barnett,"Pedestrian At Best -Sometimes I Sit and Think, and Sometimes I Just Sit",,,,116,1
BAGeL Radio,A,Milk Lines,Pellucidar -Ceramic,,,,442,3
BAGeL Radio,A,Catholic Action,People Don't Protest Enough -Celebrated By Strangers,,,,220,2
BAGeL Radio,A,Hallelujah The Hills,People Keep Dying (And No One Can Stop It) -I'm You,,,,185,1
BAGeL Radio,A,R.E.M.,Perfect Circle -Murmur,,,,135,1
BAGeL Radio,A,RVG,Perfect Day -Feral,,,,119,1
BAGeL Radio,A,Ride,Perfect Time -Smile,,,,105,1
BAGeL Radio,A,Communique,Perfect Weapon -SXSW 2005 Showcasing Artist,,,,144,1
BAGeL Radio,A,The Coathangers,Perfume -Nosebleed Weekend,,,,99,1
BAGeL Radio,A,Yo La Tengo,Periodically Triple Or Double -Popular Songs,,,,88,1
BAGeL Radio,A,Brief Candles,Permafrost -Fractured Days,,,,125,1
BAGeL Radio,A,Depeche Mode,Personal Jesus -Violator,,,,145,1
BAGeL Radio,A,POW!,Peter -Shift,,,,163,1
BAGeL Radio,A,Thao & The Get Down Stay Down,Phenom -Temple,,,,89,1
BAGeL Radio,A,Death Cab For Cutie,Photobooth -Forbidden Love E.P.,,,,122,1
BAGeL Radio,A,Authors,Picture -Everything Around Me,,,,95,1
BAGeL Radio,A,Status Quo,Pictures Of Matchmen Men -The British Invasion,,,,100,1
BAGeL Radio,A,R.E.M.,Pilgrimage -Murmur,,,,127,1
BAGeL Radio,A,9,Pink Lunettes  - POND,,,,253,2
BAGeL Radio,A,POND,Pink Lunettes -9,,,,679,6
BAGeL Radio,A,Not Even Trying,Pink Turns Blue-Tainted,,,,77,1
BAGeL Radio,A,You Still Mean Too Much To Me,Pink Turns Blue-Tainted,,,,219,2
BAGeL Radio,A,Bedhead,Pip Blom-Boat,,,,69,1
BAGeL Radio,A,It Should Have Been Fun,Pip Blom-Welcome Break,,,,99,1
BAGeL Radio,A,Keep It Together,Pip Blom-Welcome Break,,,,208,2
BAGeL Radio,A,You Don't Want This,Pip Blom-Welcome Break,,,,71,1
BAGeL Radio,A,The Tallest Man On Earth,Pistol Dreams -Shallow Grave,,,,95,1
BAGeL Radio,A,The Damned,Plan 9 Channel 7 -Machine Gun Etiquette [25th Anniversary Remastered Edition],,,,126,1
BAGeL Radio,A,Ducktails,Planet Phrom -The Flower Lane,,,,97,1
BAGeL Radio,A,Sonny & the Sunsets,Planet of Women -Tomorrow is Alright,,,,102,1
BAGeL Radio,A,The New Pornographers,Play Money -Whiteout Conditions,,,,194,1
BAGeL Radio,A,Nine Inch Nails,Play The Goddamned Part -Bad Witch,,,,201,1
BAGeL Radio,A,The Magnetic Fields,Please Stop Dancing -Distortion,,,,186,1
BAGeL Radio,A,Alvvays,Plimsoll Punks -Antisocialites,,,,145,1
BAGeL Radio,A,Widowspeak,Plum -Plum,,,,115,1
BAGeL Radio,A,Computer World,Pocket Calculator  - Kraftwerk,,,,240,2
BAGeL Radio,A,Kraftwerk,Pocket Calculator -Computer World,,,,39,1
BAGeL Radio,A,Waxahatchee,Poison -Ivy Tripp,,,,75,1
BAGeL Radio,A,The Clash,Police On My Back -Sandinista! (Disc 2 of 2),,,,180,1
BAGeL Radio,A,Califone,Polish Girls -All My Friends Are Funeral Singers,,,,96,1
BAGeL Radio,A,of Montreal,Polyaneurism -UR FUN,,,,99,1
BAGeL Radio,A,PINS,Ponytail -Hot Slick,,,,295,3
BAGeL Radio,A,Bloc Party,Positive Tension -Silent Alarm,,,,93,1
BAGeL Radio,A,Froth,Postcard Radio -Bleak,,,,120,1
BAGeL Radio,A,Beirut,Postcards from Italy -Gulag Orkestar,,,,116,1
BAGeL Radio,A,We Let Go,Praises-EP4,,,,76,1
BAGeL Radio,A,Through the Sparks,Preacher Pink -Alamalibu,,,,182,1
BAGeL Radio,A,The Pretenders,Precious -Pretenders,,,,94,1
BAGeL Radio,A,The Jam,Precious -The Gift,,,,107,1
BAGeL Radio,A,Fast Idol ,Preoccupation  - Black Marble,,,,391,3
BAGeL Radio,A,Black Marble,Preoccupation -Fast Idol ,,,,571,5
BAGeL Radio,A,Girlpool,Pretty -What Chaos Is Imaginary,,,,115,1
BAGeL Radio,A,R.E.M.,Pretty Persuasion -Reckoning,,,,88,1
BAGeL Radio,A,Drakulas,Pretty Tommy -Terminal Amusements,,,,101,1
BAGeL Radio,A,Sex Pistols,Pretty Vacant -Never Mind The Bollocks Here's The Sex Pistols,,,,88,1
BAGeL Radio,A,Sleater-Kinney,Price Tag -No Cities To Love,,,,119,1
BAGeL Radio,A,The Cure,Primary -Faith,,,,121,1
BAGeL Radio,A,Plague Vendor,Prism -By Night,,,,88,1
BAGeL Radio,A,Liars,Pro Anti Anti -Mess,,,,174,1
BAGeL Radio,A,Proclaimer of Things,Proclaimer of Things  - The High Water Marks,,,,194,2
BAGeL Radio,A,The High Water Marks,Proclaimer of Things -Proclaimer of Things,,,,530,6
BAGeL Radio,A,Vs.,Progress  - Mission of Burma,,,,369,3
BAGeL Radio,A,Mission of Burma,Progress -Vs.,,,,88,1
BAGeL Radio,A,One Day It'll All Be You,"Proofreaders, Singles, and Philosophers  - Waste Man",,,,226,2
BAGeL Radio,A,Waste Man,"Proofreaders, Singles, and Philosophers -One Day It'll All Be You",,,,38,1
BAGeL Radio,A,I Want The Door To Open,Prove It  - Lala Lala,,,,199,2
BAGeL Radio,A,Lala Lala,Prove It -I Want The Door To Open,,,,311,3
BAGeL Radio,A,Forever Now,Psychedelic Furs-Forever Now,,,,80,1
BAGeL Radio,A,Big Star,Psychedelic Stuff -A Little BIG Star,,,,87,1
BAGeL Radio,A,The Goon Sax,Psychic -Mirror II,,,,91,1
BAGeL Radio,A,The Count Five,Psychotic Reaction -Nuggets: Original Artyfacts From The First Psychedelic Era (Disc 1),,,,400,3
BAGeL Radio,A,Public Image Ltd.,Public Image -Public Image: First Issue,,,,84,1
BAGeL Radio,A,Rogue Wave,Publish My Love -Descended Like Vultures,,,,90,1
BAGeL Radio,A,Lewis Del Mar,"Puerto Cabezas, NI -Lewis Del Mar",,,,113,1
BAGeL Radio,A,Dinosaur Jr.,Puke & Cry -Green Mind,,,,234,2
BAGeL Radio,A,Grandaddy,Pull The Curtains -The Diary Of Todd Zilla EP,,,,167,1
BAGeL Radio,A,Remember Sports,Pull Through -Slow Buzz,,,,166,1
BAGeL Radio,A,Elvis Costello & The Attractions,Pump It Up -This Year's Model,,,,123,1
BAGeL Radio,A,M*A*R*R*S,Pump Up the Volume -Pump Up the Volume,,,,131,1
BAGeL Radio,A,The Fall,Pumpkin Soup & Mashed Potatoes -The Unutterable,,,,93,1
BAGeL Radio,A,Kate Nash,Pumpkin Soup -Made Of Bricks,,,,90,1
BAGeL Radio,A,Mandatory Enjoyment,Punk Product Number 4  - Dummy,,,,219,2
BAGeL Radio,A,Dummy,Punk Product Number 4 -Mandatory Enjoyment,,,,387,4
BAGeL Radio,A,The Dead Milkmen,Punk Rock Girl -Beelzebubba,,,,91,1
BAGeL Radio,A,Land Of Talk,Quarry Hymns -Cloak And Cipher,,,,181,1
BAGeL Radio,A,Autogramm,Quiero Estar Sedado -Bad Day b/w Quiero Estar Sedado,,,,124,1
BAGeL Radio,A,Francis of Delirium,Quit Fucking Around -All Change [EP],,,,103,1
BAGeL Radio,A,The Meligrove Band,Racing To Shimmering Lights -Shimmering Light,,,,85,1
BAGeL Radio,A,Air Waves,Radio -Dungeon Dots,,,,98,1
BAGeL Radio,A,Follow Me Around,Radiohead-Kid Amnesiae,,,,231,2
BAGeL Radio,A,Like Spinning Plates ('Why Us?' Version),Radiohead-Kid Amnesiae,,,,86,1
BAGeL Radio,A,Fleet Foxes,Ragged Wood -Fleet Foxes,,,,117,1
BAGeL Radio,A,Tones On Tail,Rain (tedit) -Night Music,,,,160,1
BAGeL Radio,A,Duane Eddy & The Rebels,Ramrod -Have 'Twangy' Guitar Will Travel,,,,383,3
BAGeL Radio,A,Thao & The Get Down Stay Down,Rational Animal -Temple,,,,97,1
BAGeL Radio,A,Bazooka,Ravening Trip -Bazooka,,,,104,1
BAGeL Radio,A,The Peep Tempel,Rayguns -Joy,,,,86,1
BAGeL Radio,A,American Wrestlers,Real People -Goodbye Terrible Youth,,,,92,1
BAGeL Radio,A,Tune-Yards,Real Thing -Nikki Nack,,,,170,1
BAGeL Radio,A,Yuck,Rebirth -Glow & Behold,,,,99,1
BAGeL Radio,A,Yuck,Rebirth -Rebirth (single),,,,200,1
BAGeL Radio,A,Sebadoh,"Rebound -Rebound 7\""",,,,170,1
BAGeL Radio,A,The Gotobeds,Red Alphabet -Blood // Sugar // Secs // Traffic,,,,96,1
BAGeL Radio,A,Mr. Airplane Man,Red Light -C'mon DJ,,,,98,1
BAGeL Radio,A,INHEAVEN,Regeneration -Regeneration / Slow,,,,169,1
BAGeL Radio,A,...And You Will Know Us By The Trail Of Dead,Relative Ways -Source Tags & Codes,,,,102,1
BAGeL Radio,A,RIDE,Repetition -This Is Not A Safe Place,,,,158,1
BAGeL Radio,A,Frank Black,Repo Man -High School Reunion,,,,197,1
BAGeL Radio,A,Killing Joke,Requiem -Killing Joke,,,,167,1
BAGeL Radio,A,Steve Wynn & The Miracle 3,Resolution -Northern Aggression,,,,158,1
BAGeL Radio,A,Last Quokka,Responsibility -Dieback,,,,109,1
BAGeL Radio,A,The Aerovons,Resurrection -Resurrection,,,,423,3
BAGeL Radio,A,Children Collide,Return to Femmes -Time Itself,,,,61,1
BAGeL Radio,A,Julian Cope with Teardrop Explodes,Reward -Kilimanjaro,,,,98,1
BAGeL Radio,A,Lucy Bland,Rewrite (No End Mix) -Brown Sky Rewrites,,,,187,1
BAGeL Radio,A,Alyeska,Ribs And Greens -Crush,,,,122,1
BAGeL Radio,A,Yeah Yeah Yeahs,Rich -Fever to Tell,,,,112,1
BAGeL Radio,A,NewVillager,Rich Doors -NewVillager,,,,116,1
BAGeL Radio,A,The Raconteurs,Rich Kid Blues -Consolers of the Lonely,,,,113,1
BAGeL Radio,A,The Rebel Set,Riddle Me This -How To Make A Monster,,,,422,3
BAGeL Radio,A,Sorry,Right Round The Clock -925,,,,109,1
BAGeL Radio,A,Orangutang,Rio -EP,,,,106,1
BAGeL Radio,A,Vance Joy,Riptide -God Loves You When You're Dancing,,,,181,1
BAGeL Radio,A,Alison Mosshart,Rise -Rise (single),,,,129,1
BAGeL Radio,A,The Family Cat,River Of Diamonds (featuring PJ Harvey) -Furthest From The Sun,,,,80,1
BAGeL Radio,A,The Modern Lovers,Roadrunner -The Modern Lovers,,,,99,1
BAGeL Radio,A,Feels So Good // Feels So Bad,Rock Me Baby  - The Shivas,,,,212,2
BAGeL Radio,A,The Shivas,Rock Me Baby -Feels So Good // Feels So Bad,,,,418,5
BAGeL Radio,A,Quilt,Roller -Plaza,,,,122,1
BAGeL Radio,A,MiniBoone,Rollerskates -MiniBoone,,,,86,1
BAGeL Radio,A,Low,Rome (Always In The Dark) -Double Negative,,,,91,1
BAGeL Radio,A,Echo Courts,Room With A View -Room With A View,,,,112,1
BAGeL Radio,A,Junip,Rope & Summit -Fields,,,,115,1
BAGeL Radio,A,The Academy of Sun,Rose Devoid Of Form -Rose Devoid of Form,,,,166,1
BAGeL Radio,A,Gringo Star,Rotten -The Sides and In Between,,,,89,1
BAGeL Radio,A,Waste Man,Run All Night -One Day It'll All Be You,,,,70,1
BAGeL Radio,A,Aurora,Runaway -All My Demons Greeting Me As A Friend,,,,173,1
BAGeL Radio,A,Hex,Runes / Ruins  -The Hill Temple,,,,84,1
BAGeL Radio,A,Young Prisms,Runner -In Between,,,,111,1
BAGeL Radio,A,The Asteroids Galaxy Tour,Runner -The Golden Age [EP],,,,109,1
BAGeL Radio,A,Gauche,Running -A People's History of Gauche,,,,144,1
BAGeL Radio,A,Cheekface,Running Back -Emphatically Mo' (b-sides),,,,398,3
BAGeL Radio,A,Phantogram,Running From The Cops -Eyelid Movies,,,,108,1
BAGeL Radio,A,CUP,Runny Rummy -Jitter Visions,,,,130,1
BAGeL Radio,A,Lull,Rusk -Nouvelle,,,,104,1
BAGeL Radio,A,Julian,S -Real Distance [EP],,,,93,1
BAGeL Radio,A,POW!,S T A T I C (Oh No OK) -Fight Fire,,,,169,1
BAGeL Radio,A,Happyness,SB's Truck -Tunnel Vision On Your Part [EP],,,,104,1
BAGeL Radio,A,Children Collide,SPS -Time Itself,,,,402,3
BAGeL Radio,A,The Trilogy (Tedit),SUUNS-The Witness,,,,283,2
BAGeL Radio,A,Call Me,SWIIMS-At the Movies II,,,,102,1
BAGeL Radio,A,Tiger! Shit! Tiger! Tiger!,Sacramento -Corners,,,,166,1
BAGeL Radio,A,The Secret Machines,Sad And Lonely (edit) -Now Here Is Nowhere,,,,53,1
BAGeL Radio,A,Ty Segall,Sad Fuzz -Melted,,,,92,1
BAGeL Radio,A,The Gimps,Saddle of Love -Bath Salts,,,,139,1
BAGeL Radio,A,The Breeders,Safari -Safari,,,,137,1
BAGeL Radio,A,Reputante,Safe N' Sound -Oceanside,,,,156,1
BAGeL Radio,A,King Creosote,Saffy Nool -Klutz promo single,,,,100,1
BAGeL Radio,A,The Flaming Lips,Sagittarius Silver Announcement -Embryonic,,,,107,1
BAGeL Radio,A,We Weren't Here,Said Your Name  - Film School,,,,384,3
BAGeL Radio,A,Film School,Said Your Name -We Weren't Here,,,,391,4
BAGeL Radio,A,C.R. and the Degenerates,Salt of the Earth -Salt of the Earth,,,,180,1
BAGeL Radio,A,Consolers of the Lonely,Salute Your Solution  - The Raconteurs,,,,214,2
BAGeL Radio,A,The Raconteurs,Salute Your Solution -Consolers of the Lonely,,,,28,1
BAGeL Radio,A,The Casket Girls,Same Side -True Love Kills The Fairy Tale,,,,95,1
BAGeL Radio,A,Axis: Sova,Sanity Range -Motor Earth,,,,75,1
BAGeL Radio,A,Jackie Zealous,Satellite -Psychic Data,,,,110,1
BAGeL Radio,A,Those Unfortunates,Saturday -The Servant/Saturday [Single],,,,86,1
BAGeL Radio,A,Kyle Avallone,Savage Song -Last Minute Man,,,,241,2
BAGeL Radio,A,Mikal Cronin,Say -MCIII,,,,97,1
BAGeL Radio,A,Lost Animal,Say No to Thugs -Ex Tropical,,,,92,1
BAGeL Radio,A,Jagwar Ma,Say What You Feel -Every Now And Then,,,,92,1
BAGeL Radio,A,Girls,"Saying I Love You -Father, Son, Holy Ghost",,,,99,1
BAGeL Radio,A,Salad Boys,Scenic Route To Nowhere -This Is Glue,,,,162,1
BAGeL Radio,A,At the Movies II,Science Fiction Double Feature / Over at the Frankenstein Place  - The Clydes,,,,235,2
BAGeL Radio,A,The Clydes,Science Fiction Double Feature / Over at the Frankenstein Place -At the Movies II,,,,654,6
BAGeL Radio,A,The Battle Royale,"Scream Scream -Wake Up, Thunderbabe",,,,158,1
BAGeL Radio,A,I LIKE YOU [EP],Scum  - NRVS,,,,219,2
BAGeL Radio,A,NRVS,Scum -I LIKE YOU [EP],,,,386,4
BAGeL Radio,A,The Growlers,Sea Lion Goth Blues -Hot Tropics,,,,419,3
BAGeL Radio,A,Dum Dum Girls,Season in Hell -End of Daze,,,,420,3
BAGeL Radio,A,Public Image Ltd.,Seattle -Happy?,,,,69,1
BAGeL Radio,A,The Chameleons,Second Skin -Script Of The Bridge,,,,140,1
BAGeL Radio,A,Clue To Kalo,"Seconds When It's Minutes -One Way, It's Every Way",,,,138,1
BAGeL Radio,A,Comfort To Me,Security  - Amyl and The Sniffers,,,,224,2
BAGeL Radio,A,Amyl and The Sniffers,Security -Comfort To Me,,,,410,5
BAGeL Radio,A,Tony Molina,See Me Fall -Confront The Truth,,,,81,1
BAGeL Radio,A,Television,See No Evil -No Thanks! The 70's Punk Rebellion,,,,101,1
BAGeL Radio,A,A Broken Frame,See You  - Depeche Mode,,,,379,3
BAGeL Radio,A,Depeche Mode,See You -A Broken Frame,,,,70,1
BAGeL Radio,A,TV On The Radio,Seeds -Seeds,,,,204,1
BAGeL Radio,A,Dengue Fever,Seeing Hands -Venus On Earth,,,,126,1
BAGeL Radio,A,Jackie Zealous,Seek And Destroy -Psychic Data,,,,94,1
BAGeL Radio,A,The Apple Drop,Sekwar  - Liars,,,,350,3
BAGeL Radio,A,Liars,Sekwar -The Apple Drop,,,,610,6
BAGeL Radio,A,Wand,Self Hypnosis In Three Days -Golem,,,,172,1
BAGeL Radio,A,XTC,Senses Working Overtime -English Settlement,,,,94,1
BAGeL Radio,A,La Femme,Septembre -Mystère,,,,85,1
BAGeL Radio,A,The Living Blue,"Serrated Friend -Fire, Blood, Water",,,,120,1
BAGeL Radio,A,The Black Heart Death Cult,Seven Gods -The Black Heart Death Cult,,,,112,1
BAGeL Radio,A,The White Stripes,Seven Nation Army -Elephant,,,,115,1
BAGeL Radio,A,Echo & the Bunnymen,Seven Seas -Songs To Learn & Sing,,,,80,1
BAGeL Radio,A,Wolf & Cub,Seven Sevens -Science and Sorcery,,,,162,1
BAGeL Radio,A,Elbow,Seven Veils -Giants of All Sizes,,,,117,1
BAGeL Radio,A,Gringo Star,Shadow -Count Yer Lucky Stars,,,,122,1
BAGeL Radio,A,Spectrums,Shadow Play  - Odonis Odonis,,,,201,2
BAGeL Radio,A,Odonis Odonis,Shadow Play -Spectrums,,,,105,2
BAGeL Radio,A,Walking Bicycles,Shag -Disconnected,,,,81,1
BAGeL Radio,A,Catherine Wheel,Shallow -Ferment,,,,157,1
BAGeL Radio,A,Young Fathers,Shame (radio edit) -White Men Are Black Men Too,,,,114,1
BAGeL Radio,A,Dollys,"Shameful -Oh, Please",,,,106,1
BAGeL Radio,A,Godstone,Shannon And The Clams-Year Of The Spider,,,,67,1
BAGeL Radio,A,Mary Don't Go,Shannon And The Clams-Year Of The Spider,,,,71,1
BAGeL Radio,A,Year Of The Spider,Shannon And The Clams-Year Of The Spider,,,,190,2
BAGeL Radio,A,The Clientele,Share The Night -Bonfires On The Heath,,,,89,1
BAGeL Radio,A,The Umbrellas,She Buys Herself Flowers -The Umbrellas,,,,495,4
BAGeL Radio,A,Here Come The Saviours,She Cares -Set The City On Fire,,,,138,1
BAGeL Radio,A,Bauhaus,She's In Parties -The Singles: 1981-1983,,,,137,1
BAGeL Radio,A,CF Donohoe,She's In The Kitchen -Still Space For Ghosts,,,,105,1
BAGeL Radio,A,Blur,She's So High -Leisure,,,,108,1
BAGeL Radio,A,The Japanese Popstars,Shells Of Silver -Controlling Your Allegiance,,,,118,1
BAGeL Radio,A,Swimmers,Shelter -People Are Soft,,,,79,1
BAGeL Radio,A,The House Of Love,Shine On -The House Of Love,,,,68,1
BAGeL Radio,A,Wolf Parade,Shine a Light -Apologies to the Queen Mary,,,,85,1
BAGeL Radio,A,Nine Inch Nails,Shit Mirror -Bad Witch,,,,102,1
BAGeL Radio,A,Teenage Fanclub,Shock and Awe -Shadows,,,,133,1
BAGeL Radio,A,APB,Shoot You Down -Something To Believe In,,,,151,1
BAGeL Radio,A,Brilliant Colors,Should I Tell You -Introducing,,,,89,1
BAGeL Radio,A,Wax Chattels,Shrinkage -Wax Chattels,,,,103,1
BAGeL Radio,A,Rolling Blackouts Coastal Fever,Sick Bug -The French Press [EP],,,,104,1
BAGeL Radio,A,Nada Surf,Sick Day -Saving For A Custom Van,,,,94,1
BAGeL Radio,A,Scooterbabe,Sick Spine -The Sorrow You've Been Toting Around,,,,83,1
BAGeL Radio,A,Ex-Cult,Sid Visions -Midnight Passenger,,,,115,1
BAGeL Radio,A,Apples In Stereo,Signal In The Sky (Let's Go) -Heroes & Villains,,,,72,1
BAGeL Radio,A,Galore,Silence -Galore,,,,101,1
BAGeL Radio,A,Gomez,Silence -Split The Difference,,,,116,1
BAGeL Radio,A,Caribou,Silver -Our Love,,,,102,1
BAGeL Radio,A,The Flaming Lips,Silver Trembling Hands -Embryonic,,,,110,1
BAGeL Radio,A,Nine Inch Nails,Sin -Pretty Hate Machine,,,,115,1
BAGeL Radio,A,The Cars,Since You're Gone -Shake It Up,,,,93,1
BAGeL Radio,A,Little Gold,Sisters + Friends -Weird Freedom,,,,165,1
BAGeL Radio,A,Capgun Coup,Sitting On The Sidewalk -Maudlin,,,,107,1
BAGeL Radio,A,A Place To Bury Strangers,Situations Changes -Pinned,,,,131,1
BAGeL Radio,A,The Cure,Six Different Ways -The Head On The Door,,,,101,1
BAGeL Radio,A,The Catholic Comb,Sixteen To Twenty-One -Ghost Stories,,,,98,1
BAGeL Radio,A,The Front Bottoms,Skeleton -Talon of the Hawk,,,,101,1
BAGeL Radio,A,Eagulls,Skipping (radio edit) -Ullages,,,,110,1
BAGeL Radio,A,Chemtrails,Slag Heap Deity 1 -The Peculiar Smell of the Inevitable,,,,190,2
BAGeL Radio,A,Sleep Well,Sleep Well  - Klubber Lang,,,,242,2
BAGeL Radio,A,Klubber Lang,Sleep Well -Sleep Well,,,,537,5
BAGeL Radio,A,No Age,Sleeper Hold -Nouns,,,,97,1
BAGeL Radio,A,Phooey!,Sliding Down A Ladder  - Latvian Radio,,,,207,2
BAGeL Radio,A,Latvian Radio,Sliding Down A Ladder -Phooey!,,,,426,5
